Date,Open,High,Low,Close,Adj Close,Volume
2019-07-29,23.350000,23.650000,23.250000,23.580000,23.412832,2063500
2019-07-30,23.639999,24.219999,23.520000,24.000000,23.829857,2972300
2019-07-31,24.170000,24.430000,23.650000,23.820000,23.651131,4695800
2019-08-01,23.969999,24.219999,23.299999,23.430000,23.263899,4349500
2019-08-02,23.400000,24.020000,23.340000,23.740000,23.571699,2547500
2019-08-05,23.600000,24.000000,23.180000,23.299999,23.134817,3260800
2019-08-06,23.400000,24.100000,23.400000,23.900000,23.730564,3563800
2019-08-07,23.700001,24.370001,23.389999,24.309999,24.137657,5202600
2019-08-08,24.500000,24.840000,24.350000,24.440001,24.266735,4144500
2019-08-09,24.580000,24.590000,24.020000,24.180000,24.008581,2658000
2019-08-12,23.809999,24.209999,23.620001,23.750000,23.581627,2753000
2019-08-13,23.680000,24.350000,23.510000,24.280001,24.107872,2450600
2019-08-14,24.100000,24.110001,23.080000,23.090000,22.926308,5147700
2019-08-15,23.340000,23.379999,22.340000,22.350000,22.191553,5708900
2019-08-16,22.799999,23.110001,22.469999,22.799999,22.638361,3530100
2019-08-19,23.129999,23.309999,22.510000,22.540001,22.380207,2754800
2019-08-20,22.650000,22.790001,22.110001,22.600000,22.439781,2819200
2019-08-21,22.840000,23.059999,22.540001,23.059999,22.896519,2923000
2019-08-22,23.219999,23.250000,22.690001,22.730000,22.568859,1993200
2019-08-23,22.709999,22.830000,22.059999,22.219999,22.062473,2721800
2019-08-26,22.400000,22.600000,21.549999,21.549999,21.397224,2958600
2019-08-27,21.600000,22.080000,21.549999,21.680000,21.526302,5310700
2019-08-28,21.459999,22.190001,21.200001,22.090000,21.933397,4489500
2019-08-29,22.180000,22.600000,21.930000,22.400000,22.241198,3541900
2019-08-30,22.469999,22.700001,22.230000,22.500000,22.340488,3918200
2019-09-02,22.500000,23.030001,22.290001,22.780001,22.618507,2379200
2019-09-03,22.820000,23.110001,22.190001,22.190001,22.032688,3862700
2019-09-04,22.500000,22.709999,22.350000,22.629999,22.469568,2905900
2019-09-05,22.820000,23.139999,22.750000,22.780001,22.618507,2101800
2019-09-06,23.000000,23.090000,22.620001,22.840000,22.678080,1820100
2019-09-09,22.920000,23.049999,22.580000,22.580000,22.419920,1715400
2019-09-10,22.700001,23.320000,22.600000,22.930000,22.767443,2961500
2019-09-11,23.100000,23.580000,22.750000,23.080000,22.916378,3565600
2019-09-12,23.379999,23.440001,22.709999,23.049999,22.886591,2963900
2019-09-13,23.180000,23.830000,23.059999,23.719999,23.551840,3332000
2019-09-16,23.730000,23.820000,23.139999,23.240000,23.075245,2906100
2019-09-17,23.240000,23.799999,23.049999,23.799999,23.631275,1880300
2019-09-18,23.670000,24.100000,23.559999,24.000000,23.829857,2331100
2019-09-19,24.190001,24.389999,23.690001,23.690001,23.522057,2477200
2019-09-20,23.809999,24.400000,23.709999,24.400000,24.227018,4990900
2019-09-23,24.100000,24.450001,24.000000,24.200001,24.068766,1906300
2019-09-24,24.250000,24.320000,23.860001,23.879999,23.750502,2277400
2019-09-25,23.910000,24.440001,23.830000,24.240000,24.108547,2421100
2019-09-26,24.350000,24.520000,24.090000,24.240000,24.108547,2029300
2019-09-27,24.270000,24.420000,24.129999,24.129999,23.999142,1130100
2019-09-30,24.230000,24.450001,24.070000,24.230000,24.098602,1992200
2019-10-01,24.000000,24.540001,23.950001,24.230000,24.098602,1909900
2019-10-02,24.250000,24.420000,23.830000,23.830000,23.700771,2299800
2019-10-03,23.910000,24.070000,23.510000,23.680000,23.551584,2046000
2019-10-04,23.700001,23.700001,23.420000,23.610001,23.481966,2106400
2019-10-07,23.510000,23.610001,22.830000,22.850000,22.726086,3167100
2019-10-08,22.870001,23.330000,22.629999,22.809999,22.686304,2652900
2019-10-09,22.889999,23.080000,22.780001,22.870001,22.745979,1855100
2019-10-10,22.900000,23.150000,22.830000,22.969999,22.845434,1964000
2019-10-11,23.190001,23.870001,23.070000,23.670000,23.541637,3536200
2019-10-14,23.760000,24.160000,23.500000,23.750000,23.621204,2221000
2019-10-15,23.750000,23.980000,23.629999,23.780001,23.651043,2101000
2019-10-16,23.879999,24.400000,23.580000,24.370001,24.237844,3043200
2019-10-17,24.299999,24.570000,24.139999,24.240000,24.108547,2623300
2019-10-18,24.110001,24.360001,24.020000,24.360001,24.227898,1877700
2019-10-21,24.270000,24.459999,24.059999,24.440001,24.307463,2904000
2019-10-22,24.370001,24.990000,24.309999,24.740000,24.605835,3519000
2019-10-23,25.490000,25.959999,25.250000,25.840000,25.699871,8239100
2019-10-24,25.850000,26.590000,25.770000,26.100000,25.958460,4501100
2019-10-25,25.990000,26.270000,25.410000,25.410000,25.272203,4296700
2019-10-28,25.540001,26.070000,25.490000,25.580000,25.441280,3260300
2019-10-29,25.580000,25.980000,25.400000,25.520000,25.381607,3084300
2019-10-30,25.559999,26.129999,25.540001,25.850000,25.709818,2900500
2019-10-31,25.799999,26.250000,25.500000,25.500000,25.361715,2935400
2019-11-01,25.879999,26.360001,25.700001,25.879999,25.739655,3419600
2019-11-04,26.080000,26.440001,26.059999,26.129999,25.988298,2431100
2019-11-05,26.129999,26.870001,26.010000,26.740000,26.594990,3261300
2019-11-06,26.950001,27.170000,26.440001,27.170000,27.022657,3530100
2019-11-07,27.160000,28.090000,27.120001,28.090000,27.937670,3410600
2019-11-08,27.990000,28.969999,27.709999,28.240000,28.086855,6012800
2019-11-11,28.240000,29.170000,27.799999,29.090000,28.932247,3739900
2019-11-12,28.969999,29.340000,28.219999,28.500000,28.345448,5273400
2019-11-13,28.469999,29.350000,28.340000,29.209999,29.051596,6007800
2019-11-14,29.340000,29.680000,29.080000,29.260000,29.101326,6128000
2019-11-18,29.500000,29.650000,29.299999,29.299999,29.141108,5107300
2019-11-19,29.410000,29.510000,28.920000,29.200001,29.041649,3106300
2019-11-21,29.250000,29.260000,28.620001,28.879999,28.723385,4597800
2019-11-22,29.000000,29.120001,28.930000,29.059999,28.902409,3113400
2019-11-25,29.070000,29.350000,28.950001,29.100000,28.942192,3612200
2019-11-26,28.980000,29.100000,28.500000,28.629999,28.474739,6510100
2019-11-27,28.750000,29.469999,28.650000,29.049999,28.892464,4994500
2019-11-28,29.070000,29.430000,29.059999,29.430000,29.270405,1996800
2019-11-29,29.430000,30.420000,29.110001,30.420000,30.255035,4420000
2019-12-02,30.420000,30.840000,30.160000,30.160000,29.996443,3937000
2019-12-03,30.290001,30.770000,30.129999,30.709999,30.543461,2702100
2019-12-04,30.820000,31.820000,30.799999,31.820000,31.647440,3104600
2019-12-05,31.850000,32.919998,31.730000,32.770000,32.592293,6754900
2019-12-06,32.889999,33.049999,32.400002,32.740002,32.562454,5048500
2019-12-09,32.580002,32.669998,31.809999,31.910000,31.736954,5051900
2019-12-10,31.910000,32.200001,31.809999,31.969999,31.796629,4659100
2019-12-11,32.000000,33.070000,31.610001,33.070000,32.890667,6261300
2019-12-12,33.099998,33.930000,33.070000,33.799999,33.616707,4435800
2019-12-13,34.000000,34.279999,33.889999,34.049999,33.865349,4211000
2019-12-16,34.110001,34.380001,33.490002,33.490002,33.308388,3555300
2019-12-17,33.580002,34.000000,33.419998,33.959999,33.775841,3829700
2019-12-18,34.049999,34.200001,33.270000,33.900002,33.716164,7087700
2019-12-19,33.830002,33.889999,33.119999,33.599998,33.417789,5400600
2019-12-20,33.759998,34.270000,33.650002,33.889999,33.706215,5577100
2019-12-23,34.000000,34.139999,33.389999,33.790001,33.644718,5025100
2019-12-26,33.869999,34.919998,33.740002,34.849998,34.700157,3290200
2019-12-27,35.000000,35.340000,34.910000,35.340000,35.188053,3002700
2019-12-30,35.400002,35.480000,34.660000,34.660000,34.510975,2919100
2020-01-02,34.900002,35.470001,34.720001,35.240002,35.088482,2938000
2020-01-03,35.000000,35.250000,34.669998,34.790001,34.640415,3672900
2020-01-06,34.700001,35.099998,34.389999,34.880001,34.730030,3183300
2020-01-07,34.910000,35.169998,34.660000,35.150002,34.998871,3151800
2020-01-08,35.200001,35.220001,33.820000,33.820000,33.674587,4076900
2020-01-09,34.000000,34.060001,33.220001,33.320000,33.176735,4921500
2020-01-10,33.500000,34.299999,33.490002,34.000000,33.853813,3141900
2020-01-13,34.080002,34.430000,34.009998,34.320000,34.172436,4100100
2020-01-14,34.439999,35.000000,34.090000,35.000000,34.849514,5027000
2020-01-15,35.049999,35.230000,34.669998,35.230000,35.078526,3138800
2020-01-16,35.290001,36.500000,35.290001,35.869999,35.715775,4693600
2020-01-17,36.020000,36.880001,36.000000,36.799999,36.641773,5864100
2020-01-20,36.799999,37.930000,36.639999,37.930000,37.766914,2245100
2020-01-21,37.849998,38.080002,37.410000,37.490002,37.328808,3066900
2020-01-22,37.840000,38.900002,37.549999,38.900002,38.732746,2583100
2020-01-23,38.599998,39.650002,38.180000,39.650002,39.479523,4355600
2020-01-24,39.700001,41.459999,39.410000,41.430000,41.251865,5073000
2020-01-27,40.799999,41.750000,39.820000,40.970001,40.793846,5568100
2020-01-28,40.950001,42.400002,40.730000,42.009998,41.829372,4375100
2020-01-29,42.360001,44.279999,42.360001,42.389999,42.207737,8016300
2020-01-30,41.799999,42.700001,40.540001,40.970001,40.793846,8422600
2020-01-31,40.799999,41.480000,39.240002,39.410000,39.240551,9679900
2020-02-03,39.799999,41.080002,39.669998,40.669998,40.495136,6336100
2020-02-04,41.660000,42.080002,40.419998,40.520000,40.345779,5549600
2020-02-05,40.840000,41.720001,40.840000,41.369999,41.192123,5252500
2020-02-06,41.919998,43.580002,41.660000,42.840000,42.655804,6483000
2020-02-07,42.869999,43.369999,41.099998,41.099998,40.923283,3938500
2020-02-10,41.080002,42.299999,40.320000,41.529999,41.351437,4665200
2020-02-11,42.029999,43.060001,41.750000,43.049999,42.864902,3279100
2020-02-12,43.400002,45.180000,43.380001,44.560001,44.368412,6359500
2020-02-13,44.299999,45.689999,43.200001,45.570000,45.374069,5700800
2020-02-14,45.759998,47.500000,45.570000,45.570000,45.374069,8183400
2020-02-17,45.650002,46.580002,44.939999,45.779999,45.583160,3932700
2020-02-18,45.599998,45.700001,44.500000,44.700001,44.507809,7730100
2020-02-19,46.000000,49.279999,46.000000,48.820000,48.610092,21967000
2020-02-20,48.049999,49.599998,47.490002,47.490002,47.285816,7249800
2020-02-21,47.430000,50.130001,47.000000,49.799999,49.585880,8512700
2020-02-26,null,null,null,null,null,null
2020-02-27,46.810001,46.810001,43.689999,43.970001,43.928932,11766500
2020-02-28,43.750000,44.680000,41.650002,43.150002,43.109695,12750900
2020-03-02,43.900002,46.990002,43.259998,46.990002,46.946110,9975000
2020-03-03,47.389999,49.570000,47.040001,47.919998,47.875237,9693600
2020-03-04,49.500000,49.799999,47.840000,48.459999,48.414734,6111700
2020-03-05,48.189999,48.700001,45.599998,46.700001,46.656380,6485300
2020-03-06,44.009998,45.110001,43.349998,44.020000,43.978882,9383300
2020-03-09,40.009998,41.490002,39.020000,39.750000,39.712872,8066600
2020-03-10,42.000000,43.150002,40.400002,41.910000,41.870853,8531200
2020-03-11,40.849998,41.939999,37.009998,39.200001,39.163387,7191400
2020-03-12,36.000000,36.070000,32.529999,33.000000,32.969177,7630000
2020-03-13,37.500000,38.610001,31.900000,34.529999,34.497746,12024300
2020-03-16,31.680000,32.180000,27.410000,27.410000,27.384398,9084000
2020-03-17,28.510000,29.750000,27.500000,28.680000,28.653212,12629900
2020-03-18,25.900000,28.389999,25.110001,26.469999,26.445274,11983200
2020-03-19,26.230000,30.379999,25.770000,28.730000,28.703163,13885500
2020-03-20,31.150000,35.000000,30.549999,32.369999,32.339764,14882100
2020-03-23,33.900002,37.279999,31.459999,35.200001,35.200001,18755200
2020-03-24,38.889999,40.200001,36.060001,36.060001,36.060001,14152000
2020-03-25,36.750000,38.660000,36.689999,37.360001,37.360001,9183200
2020-03-26,37.799999,39.000000,36.470001,37.950001,37.950001,6011500
2020-03-27,36.500000,36.500000,34.900002,35.360001,35.360001,7004900
2020-03-30,35.610001,37.270000,33.500000,34.020000,34.020000,7593300
2020-03-31,34.090000,35.439999,32.959999,33.570000,33.570000,7063300
2020-04-01,32.400002,33.470001,31.540001,32.430000,32.430000,6457400
2020-04-02,33.349998,35.139999,32.759998,34.099998,34.099998,5974800
2020-04-03,34.250000,34.480000,31.420000,32.889999,32.889999,5670300
2020-04-06,35.090000,35.099998,32.700001,33.279999,33.279999,5498000
2020-04-07,35.500000,37.689999,35.250000,37.299999,37.299999,8688400
2020-04-08,37.500000,40.080002,37.500000,39.990002,39.990002,7315700
2020-04-09,40.540001,41.400002,38.189999,38.299999,38.299999,6340000
2020-04-13,38.139999,39.500000,37.599998,39.259998,39.259998,3679200
2020-04-14,40.009998,40.480000,38.900002,38.900002,38.900002,5764000
2020-04-15,38.099998,39.049999,38.000000,38.000000,38.000000,5932300
2020-04-16,38.169998,38.910000,37.730000,38.009998,38.009998,7039500
2020-04-17,38.919998,38.980000,37.779999,38.459999,38.459999,6870000
2020-04-20,37.680000,39.560001,36.939999,39.099998,39.099998,5909700
2020-04-22,39.299999,41.200001,39.189999,40.919998,40.919998,5391900
2020-04-23,41.549999,41.950001,38.910000,39.590000,39.590000,5843200
2020-04-24,38.680000,39.439999,35.250000,38.709999,38.709999,10704200
2020-04-27,39.320000,41.060001,38.830002,40.599998,40.599998,6394000
2020-04-28,42.000000,42.299999,40.400002,41.580002,41.580002,7386100
2020-04-29,43.209999,44.049999,41.400002,41.400002,41.400002,7446800
2020-04-30,40.650002,41.290001,39.200001,39.939999,39.939999,7003100
2020-05-04,38.980000,39.990002,38.209999,39.840000,39.840000,4908600
2020-05-05,40.299999,40.720001,38.830002,39.009998,39.009998,4112500
2020-05-06,39.060001,39.230000,37.700001,38.830002,38.830002,6652300
2020-05-07,39.230000,40.889999,38.720001,39.090000,39.090000,9607100
2020-05-08,40.000000,40.099998,38.000000,38.240002,38.240002,5073300
2020-05-11,38.310001,39.240002,38.150002,38.830002,38.830002,4905000
2020-05-12,38.990002,39.380001,37.150002,37.500000,37.500000,4163400
2020-05-13,37.910000,38.560001,37.439999,38.000000,38.000000,5321100
2020-05-14,37.799999,38.060001,36.320000,37.349998,37.349998,6265800
2020-05-15,37.080002,37.410000,36.000000,36.410000,36.410000,5854400
2020-05-18,37.389999,37.480000,36.580002,36.619999,36.619999,4178400
2020-05-19,36.720001,38.000000,36.330002,36.919998,36.919998,6069200
2020-05-20,37.049999,38.669998,37.049999,37.639999,37.639999,5223800
2020-05-21,37.830002,38.049999,36.970001,37.439999,37.439999,4988000
2020-05-22,37.410000,38.430000,36.700001,37.240002,37.240002,4836100
2020-05-25,38.110001,38.549999,37.619999,38.040001,38.040001,3700300
2020-05-26,38.810001,40.549999,38.500000,40.419998,40.419998,7258500
2020-05-27,40.840000,40.980000,39.599998,40.580002,40.580002,4885000
2020-05-28,40.369999,41.150002,40.150002,40.680000,40.680000,4658000
2020-05-29,40.200001,41.830002,39.610001,41.830002,41.830002,8802900
2020-06-01,41.889999,43.000000,41.810001,42.160000,42.160000,5534700
2020-06-02,42.419998,42.799999,41.810001,42.419998,42.419998,3339300
2020-06-03,43.299999,43.799999,42.310001,42.599998,42.599998,4592900
2020-06-04,42.099998,43.860001,41.270000,43.799999,43.799999,5808900
2020-06-05,44.500000,45.430000,44.049999,44.330002,44.330002,6099000
2020-06-08,44.889999,46.279999,44.259998,45.799999,45.799999,5162800
2020-06-09,44.730000,46.080002,43.849998,45.810001,45.810001,4179400
2020-06-10,45.930000,46.639999,44.470001,44.990002,44.990002,4847800
2020-06-12,0.000000,0.000000,0.000000,44.250000,44.250000,0
